year,price,location,branch,model,origin,km_driven,external_color,internal_color,num_seats,fuels,engine_capacity,gearbox,wheel_drive,car_type,prediction
2016,298.0,2,5,18,0,85471.0,3,3,0,0,1.5,1,0,3,315.17533333333336
2019,10700.0,2,18,49,1,15000.0,9,4,4,0,5.0,0,3,1,5857.005999999999
2011,265.0,4,5,6,0,0.0,4,6,2,0,2.0,1,1,0,340.39
2018,498.0,5,17,45,1,100000.0,8,3,0,1,2.5,1,2,2,625.59
2015,185.0,45,4,14,0,0.0,6,2,0,0,1.25,1,0,4,209.36916666666664
2016,388.0,0,5,18,0,0.0,9,0,0,0,1.5,0,0,3,458.24
2020,769.0,0,4,4,0,0.0,5,0,0,0,1.4,0,0,0,613.28
2010,1180.0,2,18,49,1,0.0,11,4,0,0,5.0,0,3,1,965.68
2003,95.0,41,15,127,0,0.0,3,1,0,0,2.0,1,0,3,90.55
2019,1080.0,2,2,2,0,33333.0,0,1,1,0,2.0,0,3,1,3693.18
2016,770.0,2,3,3,1,56000.0,10,4,0,1,3.2,0,2,2,1563.7033333333331
2013,375.0,0,3,36,0,100268.0,14,2,0,0,2.3,0,0,1,771.34
2018,167.0,4,1,70,0,70000.0,6,6,3,0,1.2,1,0,5,280.54
2016,210.0,30,4,14,0,0.0,4,2,0,0,1.25,1,0,4,221.76333333333332
2016,268.0,4,1,40,0,60000.0,6,2,0,0,1.5,0,0,3,496.9766666666667
2008,645.0,4,11,25,1,90000.0,11,5,0,2,3.3,0,3,1,590.48
2017,586.0,2,3,3,1,66000.0,6,12,0,1,2.2,0,1,2,935.1408333333333
2019,4850.0,2,5,113,1,360000.0,9,2,2,0,4.6,0,3,1,6063.505
2019,410.0,0,7,78,1,0.0,6,2,0,0,1.2,0,0,4,488.99
2020,719.0,2,19,104,1,16000.0,0,2,0,1,2.4,0,1,2,961.41
2004,160.0,2,3,36,0,16000.0,2,3,0,0,3.0,0,2,1,324.695
2017,1689.0,2,6,23,0,27000.0,6,4,0,0,2.0,0,1,3,687.01
2007,230.0,2,5,119,0,0.0,6,11,8,1,2.5,1,1,5,253.14666666666665
2018,919.0,2,3,55,1,30000.0,6,2,1,1,2.2,0,1,1,839.4433333333334
2009,177.0,24,4,14,0,150000.0,3,2,0,0,1.1,0,0,4,213.72
2021,350.0,8,2,35,0,6000.0,6,2,0,0,1.4,0,0,4,700.915
2011,136.0,2,1,70,1,0.0,4,6,3,0,1.0,0,0,5,208.3
2015,720.0,4,4,133,0,41000.0,2,4,1,0,3.3,0,0,5,1435.3383333333331
2014,163.0,20,0,10,1,0.0,4,6,0,0,1.0,1,0,4,244.725
2018,3880.0,2,14,163,1,26000.0,6,8,0,0,2.0,0,3,1,1974.7265634920634
2016,218.0,2,4,14,0,90000.0,4,5,0,0,1.25,1,0,4,241.34
2017,1570.0,38,6,23,0,49000.0,9,4,0,0,2.0,0,1,3,673.7866666666665
2018,533.0,25,4,44,0,30000.0,9,6,0,0,1.6,0,0,3,780.3
2013,355.0,4,5,6,0,130000.0,12,7,2,0,2.0,1,1,0,432.0
2017,420.0,2,5,18,0,70000.0,4,6,0,0,1.5,0,0,3,570.7633333333333
2017,420.0,2,7,9,0,62000.0,6,2,0,0,1.5,0,0,3,630.9416666666667
2009,133.0,48,0,13,1,0.0,8,6,0,0,1.1,1,0,4,157.285
2018,568.0,0,10,17,0,50000.0,8,2,0,0,1.5,0,0,3,798.3441666666668
2009,495.0,2,17,57,1,12000.0,12,4,0,0,3.5,0,0,0,597.5433333333334
2021,410.0,15,0,10,0,11000.0,0,2,0,0,1.25,0,0,4,492.81
2020,2530.0,2,6,23,0,5000.0,9,4,0,0,2.0,0,1,3,912.48
2020,2350.0,2,6,38,0,35000.0,6,0,0,0,2.0,0,3,1,2564.2226666666666
2019,599.0,2,4,44,0,27000.0,0,0,0,0,1.6,0,0,3,792.1828571428571
2018,848.0,27,3,3,1,60000.0,9,2,0,1,2.0,0,2,2,1076.8074523809523
2014,186.0,4,0,10,1,0.0,4,0,0,0,1.0,1,0,4,204.0583333333333
2007,150.0,15,5,18,0,0.0,9,6,0,0,1.5,1,0,3,151.22
2019,5999.0,2,14,76,1,11500.0,9,8,0,0,3.0,0,3,1,5881.384166666668
2016,1469.0,2,6,38,0,52000.0,9,2,0,0,2.0,0,3,1,1683.283333333333
2010,115.0,13,4,14,0,0.0,3,2,0,0,1.1,1,0,4,173.53
2016,2920.0,2,5,114,1,35000.0,6,4,1,0,3.5,0,0,5,2487.9
2015,999.0,2,6,139,1,70000.0,6,2,0,0,2.0,0,3,1,1280.5575
2009,263.0,2,0,0,1,160000.0,4,6,0,0,2.0,0,2,0,410.08
2011,323.0,2,4,32,1,0.0,6,6,0,0,1.4,0,0,4,298.88
2018,570.0,4,5,85,1,45023.0,2,2,1,0,1.5,0,1,1,744.71
2019,1075.0,2,3,55,1,23000.0,0,2,1,1,2.0,0,1,1,926.0288333333333
2014,465.0,2,5,119,1,80000.0,6,7,7,0,2.7,1,1,5,362.0266666666667
2017,1750.0,2,5,88,1,62000.0,10,2,1,0,2.7,0,2,1,730.86
2021,920.0,4,5,116,1,25000.0,2,4,0,0,1.8,0,0,1,703.6766666666667
2018,579.0,2,3,103,0,41000.0,6,0,0,0,1.5,0,0,3,732.3516666666666
2018,475.0,2,5,18,0,35000.0,6,0,0,0,1.5,0,0,3,640.16
2020,4150.0,2,11,25,1,13333.0,8,4,0,0,3.5,0,3,1,4612.62
2016,505.0,4,10,17,0,64000.0,3,2,0,0,1.5,0,0,4,495.41
2010,485.0,2,6,23,0,0.0,9,0,0,0,1.8,0,1,3,435.20833333333326
2011,88.0,24,1,70,0,130000.0,3,6,3,0,0.8,1,0,5,129.92
2020,835.0,4,0,0,0,11127.0,6,9,0,0,2.0,0,0,0,957.82
2007,990.0,4,11,101,1,0.0,8,0,1,0,4.7,0,3,1,1087.74
2019,555.0,2,3,83,0,29000.0,9,2,0,0,1.5,0,0,1,958.99
2018,845.0,2,3,3,1,52000.0,6,2,0,1,2.0,0,2,2,1081.2805476190476
2015,1030.0,2,6,23,0,80000.0,9,0,0,0,2.0,0,1,3,646.5
2018,540.0,2,3,83,0,42000.0,3,2,0,0,1.0,0,0,1,379.25
2003,65.0,2,15,37,0,225000.0,6,5,0,0,1.6,1,0,3,120.53
2008,240.0,7,5,6,0,0.0,4,0,2,0,2.0,1,1,0,278.50000000000006
2017,425.0,16,0,29,0,7.0,6,0,0,0,1.6,1,0,3,387.915
2014,365.0,2,7,9,0,86000.0,2,2,0,0,1.5,0,0,3,429.7
2019,800.0,2,10,47,0,0.0,6,11,0,0,2.0,0,0,1,1043.1025
2018,1780.0,2,13,30,1,25000.0,9,2,0,0,1.6,0,1,3,712.3966666666668
2021,1915.0,2,6,23,0,10000.0,6,2,0,0,1.5,0,1,3,792.81
2019,348.0,2,5,91,1,35000.0,0,9,0,0,1.2,0,0,4,586.1783333333334
2020,4150.0,2,6,20,0,33000.0,6,4,0,0,3.0,0,1,3,3541.73
2015,416.0,2,3,83,0,40000.0,0,2,0,0,1.5,0,0,1,713.93
2018,6700.0,2,14,76,1,51000.0,5,0,0,0,2.9,0,3,1,6260.91
2016,312.0,19,5,6,0,0.0,4,1,2,0,2.0,1,1,0,805.195
2016,693.0,4,4,133,0,0.0,16,1,1,0,3.3,0,0,5,1602.93
2017,193.0,25,4,14,0,0.0,6,6,0,0,1.25,1,0,4,234.38
2016,6479.0,2,11,79,1,60000.0,9,4,1,0,5.7,0,3,1,6422.08
2018,815.0,2,17,58,0,0.0,8,2,1,0,2.0,0,0,1,1214.6933333333334
2018,495.0,2,8,12,1,18000.0,8,2,0,0,1.2,0,0,4,405.86666666666673
2016,2680.0,2,14,163,1,0.0,2,0,0,0,2.0,0,3,1,1737.7338095238094
2015,368.0,2,5,6,0,88888.0,4,0,2,0,2.0,1,1,0,804.575
2017,325.0,2,4,14,0,32000.0,8,6,0,0,1.25,0,0,4,399.22
2020,1450.0,2,6,8,0,700.0,9,0,0,0,1.5,0,1,3,789.07
2016,555.0,2,3,103,0,78000.0,0,4,0,0,1.5,0,0,4,586.17
2013,368.0,4,0,125,0,65000.0,6,5,0,0,1.6,0,0,3,575.69
2020,705.0,43,2,50,0,14000.0,6,4,0,0,2.0,0,1,3,861.1675
2018,1695.0,2,3,87,1,56566.0,9,2,1,0,2.3,0,3,1,895.82
2015,2680.0,7,22,129,1,60000.0,4,0,1,0,2.0,0,3,1,2058.69
2016,2435.0,2,11,25,1,65000.0,9,4,0,0,2.0,0,3,1,2233.8175
2015,665.0,2,7,16,0,8.0,9,0,0,0,2.0,0,0,1,975.3508333333334
2020,698.0,4,10,17,0,0.0,0,2,0,0,1.5,0,0,3,870.71
2018,688.0,28,10,27,0,0.0,6,6,0,0,2.0,0,0,3,966.71
2019,270.0,4,0,10,0,52000.0,6,0,0,0,1.25,1,0,3,300.39
2010,216.0,7,15,90,1,15000.0,4,6,0,0,1.6,1,0,3,180.06
2020,606.0,2,5,85,1,26000.0,6,2,1,0,1.5,0,1,1,745.525
2015,380.0,1,4,68,0,90000.0,4,11,0,0,1.6,1,0,3,370.56
2015,1000.0,0,6,8,0,59000.0,9,8,0,0,2.0,0,1,3,740.48
2016,470.0,19,5,6,0,15000000.0,7,7,2,0,2.0,1,1,0,815.9883333333332
1997,99.0,11,5,170,0,300000.0,7,7,0,0,1.6,1,0,3,100.87
2018,545.0,2,4,44,0,0.0,6,0,0,0,2.0,0,0,3,783.94
2000,96.0,2,19,155,1,200000.0,8,6,1,0,2.4,1,2,1,103.27
2010,615.0,2,16,52,1,0.0,13,2,0,0,2.0,0,3,1,530.05
2008,325.0,2,6,23,0,150000.0,9,2,0,0,3.0,0,1,3,545.96
2014,188.0,15,0,10,1,0.0,6,6,0,0,1.0,1,0,4,205.21833333333336
2019,745.0,2,0,0,0,0.0,9,2,0,0,2.0,0,0,0,931.3189285714285
2017,1890.0,2,11,21,1,30000.0,3,4,0,0,2.5,0,0,3,670.3277777777778
2004,168.0,27,3,36,0,0.0,0,7,0,0,2.3,0,2,1,224.25
2021,865.0,4,3,3,0,13000.0,8,2,0,1,2.0,0,2,2,1865.65
2018,435.0,2,5,18,0,65000.0,3,0,0,0,1.5,0,0,3,640.0306904761904
2014,174.0,13,0,10,1,0.0,4,8,0,0,1.0,1,0,4,203.68333333333337
2019,469.0,0,0,33,0,18686.0,6,9,0,0,1.4,0,0,3,742.7083333333335
2012,375.0,2,5,93,1,82000.0,8,9,0,0,1.5,0,0,4,343.4
2020,533.0,14,0,33,0,25000.0,6,9,0,0,1.4,0,0,3,697.355
2008,175.0,6,4,14,1,150852.0,4,7,0,0,1.0,0,0,4,211.82
2016,2480.0,36,11,25,1,51000.0,6,4,0,0,2.0,0,3,1,2230.5875
2011,200.0,0,4,14,1,123456789.0,8,2,0,0,1.0,0,0,4,278.77
2020,5369.0,4,18,161,1,4700.0,0,2,0,0,2.0,0,3,1,2044.425
2020,4688.0,2,6,20,0,5009.0,6,2,0,0,3.0,0,1,3,3623.715
2011,330.0,4,5,28,1,120000.0,9,0,0,1,2.5,1,1,2,357.84
2020,540.0,2,10,71,1,13000.0,0,7,0,0,1.5,0,0,3,803.67
2019,350.0,4,5,91,1,3000.0,6,2,0,0,1.2,1,0,4,319.61942460317465
2019,965.0,2,3,55,1,36000.0,0,2,1,1,2.0,0,1,1,917.1266666666666
2021,1268.0,2,2,2,0,9000.0,9,0,1,0,2.0,0,3,1,4019.58
2018,315.0,0,19,69,1,890000.0,0,2,0,0,1.2,0,0,3,423.70166666666665
2013,290.0,2,3,89,0,37000.0,6,2,0,0,1.6,0,0,3,523.0
2004,40.0,2,15,51,0,0.0,6,6,0,0,0.8,1,0,4,55.54
2010,1180.0,2,18,49,1,0.0,9,2,0,0,5.0,0,3,1,967.31
2010,212.0,43,4,14,0,0.0,4,2,0,0,1.1,0,0,4,239.89
2017,1399.0,2,6,23,0,79000.0,8,3,0,0,2.0,0,1,3,682.29
2018,233.0,5,4,14,0,0.0,6,6,0,0,1.25,1,0,4,262.22
2018,449.0,4,5,18,0,75000.0,4,7,0,0,1.5,0,0,3,629.1733333333334
2021,1630.0,2,4,81,0,9000.0,6,2,1,1,2.2,0,0,5,1289.6166666666666
2019,685.0,16,5,28,1,0.0,6,4,0,1,2.4,0,1,2,756.0533333333333
2016,505.0,4,10,17,0,59000.0,3,2,0,0,1.5,0,0,4,496.99
2021,2079.0,2,6,38,0,4000.0,9,0,0,0,2.0,0,3,1,2746.5926666666664
2020,1270.0,6,3,3,1,32000.0,8,2,0,1,2.0,0,2,2,1323.8525
2009,245.0,7,5,6,0,170000.0,12,3,2,0,2.0,1,1,0,314.87
2009,120.0,2,4,14,1,0.0,4,2,0,0,1.0,1,0,4,161.965
2019,375.0,9,0,10,0,35000.0,6,9,0,0,1.25,0,0,3,464.33
2005,128.0,43,15,90,0,0.0,6,0,0,0,1.6,1,0,3,145.44
2016,233.0,12,4,14,0,0.0,4,6,0,0,1.25,1,0,4,230.22099999999998
2010,198.0,0,5,18,0,0.0,9,3,0,0,1.5,1,0,3,207.16333333333336
2016,1590.0,2,6,23,0,45000.0,6,2,0,0,2.0,0,1,3,670.1466666666668
2013,1230.0,2,5,88,1,80000.0,9,2,1,0,2.7,0,2,1,559.3
2010,285.0,2,4,61,0,90000.0,12,6,1,0,2.0,0,0,0,486.33
2001,188.0,4,5,24,0,100000.0,11,0,0,0,2.2,1,0,3,181.67
2020,650.0,2,5,93,1,15000.0,0,0,0,0,1.5,0,0,4,678.4375
2019,535.0,0,4,44,0,0.0,6,0,0,0,1.6,0,0,3,820.9291666666667
2020,10400.0,2,14,193,1,12000.0,6,8,4,0,3.0,0,1,6,4323.82
2007,110.0,15,15,90,0,0.0,6,7,0,0,1.6,1,0,3,171.77
2012,300.0,28,0,33,1,95000.0,7,4,0,0,1.4,0,0,3,370.495
2015,290.0,39,4,32,1,8000.0,6,6,0,0,1.4,1,0,3,321.78
2020,810.0,2,2,2,0,40000.0,6,7,1,0,2.0,0,1,1,1503.4866666666667
2018,1100.0,12,3,55,1,59000.0,12,14,1,1,2.0,0,1,1,829.7749999999999
2020,670.0,20,5,19,0,3.0,0,0,0,0,1.8,0,0,3,745.835
2019,868.0,15,3,3,1,19689.0,3,2,0,1,2.0,0,2,2,1274.95
2019,1399.0,2,6,8,0,29000.0,0,2,0,0,2.0,0,1,3,882.4598333333332
2015,1069.0,2,6,139,1,45000.0,0,9,0,0,2.0,0,3,1,1350.77
2017,475.0,2,3,83,0,50000.0,6,4,0,0,1.5,0,0,1,786.84
2008,585.0,4,16,42,1,79000.0,9,2,1,0,3.6,0,3,1,534.54
2020,538.0,2,0,33,0,16000.0,6,9,0,0,1.4,0,0,3,711.345
2020,1216.0,2,5,24,1,25000.0,6,0,0,0,2.5,0,0,3,852.3766666666667
2009,218.0,4,19,108,0,90000.0,9,2,2,0,2.4,1,0,1,210.0
2016,585.0,2,3,3,1,66210.0,8,4,0,1,2.2,1,2,2,851.0816666666667
2008,198.0,2,0,13,1,0.0,4,6,0,0,1.4,0,0,4,307.88
2012,195.0,55,4,14,1,145000.0,6,7,3,0,1.0,0,0,5,244.65
2017,2570.0,4,13,207,1,77000.0,6,2,1,0,3.0,0,3,1,1748.39
2019,705.0,2,4,109,0,32000.0,6,0,0,0,2.0,0,0,3,836.0
2014,1385.0,2,5,88,1,73210.0,9,2,1,0,2.7,0,2,1,589.92
2009,193.0,38,5,6,0,0.0,4,6,2,0,2.0,1,1,0,301.57
2018,499.0,19,7,9,0,15000.0,6,3,0,0,1.5,0,0,3,701.725
2009,120.0,2,15,39,0,140000.0,8,0,0,0,1.5,1,0,3,188.44799999999998
2015,184.0,2,1,70,0,0.0,6,2,0,0,1.0,1,0,4,185.17166666666668
2009,535.0,2,5,24,0,90000.0,9,2,0,0,3.5,0,0,3,814.18
2019,475.0,4,7,9,0,63000.0,6,2,0,0,1.5,0,0,3,737.3311904761907
2015,539.0,20,5,19,0,92000.0,9,0,0,0,1.8,0,0,3,704.8725
2011,255.0,8,3,103,0,180000.0,9,0,0,0,2.0,0,0,3,454.21
2014,620.0,2,7,16,0,8600.0,6,6,0,0,2.4,0,0,1,740.25
2018,310.0,25,0,10,0,67000.0,6,0,0,0,1.25,1,0,3,273.02
2011,412.0,23,5,19,0,120000.0,9,0,0,0,1.8,0,0,3,358.1766666666666
2016,670.0,2,10,47,0,50000.0,7,6,0,0,2.5,0,0,1,1125.845
2021,7180.0,2,6,191,1,11000.0,9,4,4,0,3.0,0,3,3,6345.99
2010,455.0,48,5,5,0,0.0,4,6,2,1,2.5,1,1,1,508.33
2015,1550.0,4,18,236,1,90000.0,9,2,1,0,2.0,0,3,1,2461.82
2011,128.0,16,4,14,0,0.0,4,2,0,0,1.1,1,0,4,172.76666666666668
2005,165.0,2,3,36,0,100000.0,9,4,0,0,2.3,0,2,1,230.26
2011,1385.0,2,11,25,1,72000.0,9,0,0,2,3.5,0,3,1,941.33
2010,235.0,12,1,56,0,250000.0,0,2,0,0,1.6,1,0,3,255.99
2019,419.0,4,5,18,0,18886.0,12,0,0,0,1.5,1,0,3,442.505
2019,850.0,2,3,3,1,45000.0,5,2,0,1,2.0,0,2,2,1280.728
2017,650.0,2,10,27,0,44000.0,9,2,0,0,2.5,0,0,3,1162.2
2020,640.0,2,10,17,0,17000.0,0,2,0,0,1.5,0,0,3,856.0930000000001
2015,650.0,2,5,5,0,165000.0,11,1,2,0,2.7,0,1,1,920.54
2003,50.0,2,15,180,0,4321.0,6,2,0,0,1.5,1,0,3,88.81
2011,168.0,40,5,18,0,0.0,6,6,0,0,1.5,1,0,3,191.99
2016,195.0,41,0,10,1,110000.0,6,9,0,0,1.0,1,0,4,229.73
2008,169.0,11,8,120,0,160000.0,4,2,2,0,1.6,1,1,1,213.93
2017,1425.0,2,6,38,0,30000.0,6,2,0,0,2.0,0,3,1,1703.0246666666667
2018,575.0,2,10,17,0,46000.0,8,2,0,0,1.5,0,0,3,804.0741666666668
2011,355.0,2,3,36,0,100000.0,9,2,0,0,2.3,0,2,1,552.47
2009,555.0,2,6,23,0,90000.0,9,2,0,0,3.0,0,1,3,1018.5666666666667
2013,155.0,0,0,10,1,0.0,4,6,0,0,1.1,1,0,4,187.22400000000002
2010,470.0,2,16,237,1,60000.0,0,2,4,0,1.4,0,0,4,470.37
2003,155.0,2,5,94,0,218000.0,8,6,2,0,1.8,1,1,1,127.19
2018,800.0,18,5,24,0,0.0,9,0,0,0,2.0,0,0,3,775.1033333333335
2017,450.0,2,5,18,0,55000.0,12,6,0,0,1.5,0,0,3,590.1958333333333
2012,520.0,19,5,5,0,180000.0,4,5,2,0,2.7,0,1,1,1103.34
2019,1850.0,2,3,87,1,30000.0,0,2,1,0,2.3,0,3,1,1119.3875
2014,728.0,2,13,86,1,8000.0,0,2,0,0,2.0,0,1,3,443.6675
2021,625.0,4,3,83,0,3700.0,0,2,0,0,1.5,0,0,1,1021.81
2021,1470.0,2,0,7,0,8000.0,9,4,1,1,2.2,0,3,1,1404.98
2016,635.0,2,5,5,0,0.0,6,0,2,0,2.7,0,1,1,949.6023333333334
2013,555.0,13,6,8,0,100000.0,6,2,0,0,1.8,0,1,3,586.75
2021,1280.0,2,4,43,0,18000.0,6,0,8,1,2.2,0,3,1,1387.19
2001,118.0,13,3,211,0,280000.0,9,3,0,0,1.6,1,0,3,115.23
2018,578.0,4,3,83,0,43000.0,5,2,0,0,1.0,0,0,1,377.26
2017,4960.0,4,14,34,1,32000.0,8,0,4,0,3.0,0,1,3,1046.71
2015,493.0,2,3,3,1,82000.0,0,2,0,1,2.2,0,1,2,837.27
2018,815.0,2,10,47,0,33000.0,2,2,0,0,2.5,0,0,1,1371.77
2012,365.0,48,5,19,0,960.0,9,0,0,0,1.8,1,0,3,318.99
2006,245.0,4,5,6,0,0.0,4,6,2,0,2.0,1,1,0,246.37
2014,382.0,2,4,61,0,82000.0,12,14,1,0,2.0,0,0,0,704.46
2019,1030.0,2,0,7,0,38000.0,6,8,1,0,2.4,0,3,1,1017.56
2018,675.0,20,10,27,0,50000.0,0,2,0,0,2.0,0,0,3,943.605
2009,300.0,2,7,26,0,10000.0,11,7,0,0,2.0,0,0,3,319.79
2019,843.0,4,10,47,0,0.0,6,2,0,0,2.5,0,0,1,1373.4358333333332
2020,6800.0,2,14,76,1,19000.0,7,8,0,0,3.0,0,3,1,6381.005
2017,465.0,2,1,56,0,30000.0,6,3,0,0,1.8,0,0,3,1057.2699999999998
2019,1127.0,2,5,24,1,27000.0,9,2,0,0,2.5,0,0,3,810.6133333333335
2020,705.0,2,3,3,1,0.0,6,3,0,1,2.2,0,1,2,1173.045
2018,553.0,5,10,64,1,0.0,2,2,0,1,2.2,0,1,2,765.35
2016,629.0,2,4,43,0,62000.0,9,0,1,0,2.4,0,0,1,803.32
2015,670.0,7,7,16,0,90000.0,2,2,0,0,2.4,0,0,1,981.5464999999999
2019,610.0,31,4,44,0,31000.0,6,10,0,0,2.0,0,0,3,797.7
1999,176.0,53,5,24,0,0.0,4,6,0,0,2.2,1,0,3,163.66
2015,510.0,2,5,28,1,56000.0,9,0,0,1,3.0,1,2,2,1893.07
2008,285.0,15,5,19,0,0.0,9,6,0,0,1.8,1,0,3,225.44
2011,215.0,39,5,18,0,0.0,4,2,0,0,1.5,1,0,3,196.12
2012,345.0,2,5,6,0,50000.0,3,8,2,0,2.0,1,1,0,407.65
2020,608.0,4,4,44,0,32000.0,6,9,0,0,2.0,0,0,3,889.7146428571428
2018,4120.0,2,5,114,1,0.0,6,4,1,0,3.5,0,3,5,4853.565
2021,529.0,2,5,18,0,0.0,3,0,0,0,1.5,0,0,3,654.995
2011,265.0,19,17,188,0,100800.0,15,0,1,0,1.8,0,0,0,495.305
2015,570.0,2,19,201,1,60000.0,6,6,0,0,2.0,0,0,1,641.5775
2008,165.0,35,1,106,0,130000.0,12,7,1,0,2.0,1,0,0,243.88
2020,615.0,14,0,29,0,21000.0,6,0,0,0,2.0,0,0,3,980.4771428571429
2020,1129.0,2,0,7,0,24000.0,9,4,1,0,2.4,0,3,1,1104.775380952381
2017,818.0,4,3,3,1,82000.0,5,2,0,1,3.2,0,2,2,2118.558333333333
2019,2499.0,2,11,21,1,9000.0,6,4,0,0,2.5,0,0,3,757.3639999999999
2016,278.0,11,4,14,0,56000.0,6,6,0,0,1.25,0,0,4,353.69
2017,605.0,4,3,3,1,80000.0,4,11,0,1,2.2,0,1,2,937.9916666666666
2021,10100.0,2,11,79,1,11000.0,8,1,1,0,5.7,0,3,1,9916.597000000002
2016,465.0,2,10,64,1,68000.0,6,2,0,1,2.2,1,2,2,501.37
2014,196.0,2,0,10,1,0.0,4,6,0,0,1.0,1,0,4,201.33833333333337
2015,198.0,19,0,10,1,0.0,6,0,0,0,1.0,1,0,4,201.47333333333336
2007,330.0,2,5,170,1,140000.0,4,6,0,0,1.8,0,0,3,268.72
2001,68.0,2,5,119,0,200000.0,1,3,8,0,2.0,1,1,5,91.32
2018,778.0,13,10,47,0,0.0,8,3,0,0,2.5,0,0,1,1366.6333333333332
2008,199.0,4,4,81,0,128000.0,10,0,1,0,2.5,0,0,5,350.35
2017,528.0,0,5,93,1,0.0,6,6,0,0,1.5,0,0,4,707.565
2005,138.0,22,4,14,1,0.0,0,0,0,0,1.0,0,0,4,198.01
2019,865.0,5,5,24,0,31000.0,9,0,0,0,2.0,0,0,3,811.64
2002,80.0,2,4,216,0,170000.0,0,2,0,0,1.1,1,0,4,122.7
2016,950.0,2,22,238,1,50000.0,9,4,0,0,2.0,0,0,3,816.69
2014,650.0,2,6,8,0,50000.0,2,0,0,0,1.8,0,1,3,602.3125
2008,138.0,55,15,39,0,0.0,4,6,0,0,1.5,1,0,3,160.89
2018,2650.0,2,11,25,1,45000.0,6,4,0,0,2.0,0,3,1,2425.245
2020,995.0,6,5,24,1,0.0,9,3,0,0,2.0,0,0,3,773.4236363636363
2010,535.0,2,6,23,0,85000.0,9,3,0,0,1.8,0,1,3,431.73
2018,825.0,15,3,3,1,18000.0,5,2,0,1,3.2,0,2,2,2550.81
2010,160.0,2,15,90,0,70000.0,12,2,0,0,1.6,1,0,3,201.42
2001,68.0,15,15,51,1,1500000.0,0,0,0,0,0.8,1,0,4,52.41
2017,475.0,2,5,6,0,80000.0,11,2,2,0,2.0,1,1,0,822.1824999999999
2019,425.0,25,5,18,0,58000.0,6,0,0,0,1.5,1,0,3,436.27
2018,730.0,4,5,6,0,85000.0,10,4,1,0,2.0,0,1,0,849.87
2018,940.0,2,4,133,0,0.0,0,4,1,1,2.2,0,0,5,960.1966666666667
2020,6500.0,2,14,76,1,12000.0,0,2,0,0,3.0,0,3,1,6192.545
2018,400.0,2,5,18,0,40000.0,12,0,0,0,1.5,1,0,3,391.04
2019,535.0,15,5,18,0,26000.0,9,0,0,0,1.5,0,0,3,639.2042857142857
2009,288.0,2,0,7,1,96000.0,9,2,1,0,2.7,1,0,1,327.4641666666667
2008,193.0,19,5,6,0,0.0,4,6,2,0,2.0,1,1,0,282.68
2015,580.0,2,6,8,0,90000.0,6,2,0,0,2.0,0,1,3,724.275
2014,308.0,29,10,71,0,0.0,6,6,0,0,1.5,0,0,4,372.8
2018,748.0,4,10,47,0,38000.0,0,2,0,0,2.5,0,0,1,1363.1366666666668
2011,218.0,30,0,29,0,0.0,6,6,0,0,1.6,1,0,3,246.24
2012,850.0,0,5,24,1,0.0,4,2,0,0,2.5,0,0,3,399.15
2021,1429.0,2,3,55,1,8000.0,9,4,1,1,2.0,0,2,1,1190.0308333333332
2006,250.0,2,5,119,0,0.0,8,2,6,1,2.5,1,1,5,174.90666666666664
2018,490.0,2,0,33,0,50000.0,6,0,0,0,1.4,0,0,3,727.3099523809523
2019,1030.0,2,0,7,0,38000.0,0,4,1,0,2.4,0,3,1,1007.07
2016,466.0,2,0,110,1,0.0,6,9,0,0,1.4,0,0,0,431.68
2009,308.0,25,4,158,1,0.0,4,9,0,0,1.6,0,0,3,279.23
2019,629.0,4,5,6,0,69000.0,10,11,2,0,2.0,1,1,0,850.15
2021,1799.0,4,6,38,0,15.0,9,0,0,0,2.0,0,1,1,1238.2533333333333
2015,470.0,6,23,144,0,9999.0,0,2,0,0,1.6,0,0,0,760.81
2014,575.0,2,4,43,0,98000.0,12,2,1,0,2.4,0,0,1,730.73
2005,250.0,2,5,24,0,170000.0,9,6,0,0,3.0,0,0,3,374.935
2014,1039.0,4,18,107,1,43000.0,6,4,0,0,2.0,0,3,1,986.38
2006,615.0,4,11,25,1,177679.0,4,2,0,0,3.5,0,3,1,486.03
2008,223.0,17,7,26,0,0.0,3,6,0,0,1.8,1,0,3,218.965
2017,510.0,22,0,29,0,38000.0,6,0,0,0,2.0,0,0,3,933.5266666666668
2008,153.0,25,1,106,0,0.0,4,8,1,0,2.0,0,0,0,359.29
2012,525.0,2,5,24,0,0.0,9,0,0,0,2.4,0,0,3,539.37
2020,380.0,4,5,91,1,58000.0,4,2,0,0,1.2,0,0,4,571.37
2016,445.0,15,4,68,0,70123.0,6,7,0,0,2.0,0,0,3,729.09
2015,358.0,38,5,6,0,0.0,4,6,2,0,2.0,1,1,0,765.8533333333331
2016,460.0,4,3,83,0,20000.0,6,7,0,0,1.5,0,0,1,755.69
2016,1789.0,4,6,23,0,60000.0,6,4,0,0,2.0,0,1,3,664.235
2018,535.0,21,3,83,0,23000.0,10,2,0,0,1.5,0,0,1,919.66
2011,1180.0,2,11,25,1,0.0,9,2,0,0,3.5,0,3,1,960.74
2014,1399.0,2,5,88,1,88000.0,8,2,1,0,2.7,0,2,1,587.52
2017,290.0,2,0,10,0,60000.0,4,2,0,0,1.25,1,0,4,249.62
2004,168.0,14,6,228,1,0.0,9,6,0,0,1.4,1,0,4,100.17
