year,price,location,branch,model,origin,km_driven,external_color,internal_color,num_seats,fuels,engine_capacity,gearbox,wheel_drive,car_type
2001,48.0,0,15,30,1,0.0,4,7,0,0,0.8,1,0,2
2019,1175.0,0,2,2,1,30000.0,2,1,1,1,2.2,0,3,1
2013,278.0,9,9,18,1,0.0,2,1,0,0,1.6,1,0,0
2020,6750.0,0,6,43,0,8000.0,3,1,0,0,3.0,0,3,1
2016,315.0,0,9,25,1,6000.0,3,0,0,0,1.25,0,0,2
2020,1749.0,1,3,16,1,12000.0,3,1,0,0,1.5,0,1,0
2019,925.0,0,0,0,0,28000.0,2,2,0,0,2.0,0,0,0
2004,185.0,50,17,112,1,150000.0,4,0,0,0,1.6,1,2,1
2019,9500.0,0,10,93,0,31000.0,2,6,3,0,5.7,0,3,1
2015,470.0,0,0,22,0,78000.0,3,1,0,0,1.3,0,0,2
2010,590.0,1,1,98,0,126863.0,3,2,0,0,2.5,0,1,0
2020,442.0,1,2,53,1,29000.0,3,2,0,0,1.4,1,0,0
2015,2090.0,1,1,75,0,40000.0,2,6,0,0,3.0,0,3,1
2019,610.0,0,0,22,0,46000.0,1,2,0,0,1.5,0,0,2
2013,800.0,1,1,1,0,20000.0,3,2,0,0,2.0,0,1,0
2021,2539.0,0,1,98,0,4700.0,11,6,0,0,2.0,0,1,0
2007,430.0,2,0,0,0,0.0,0,0,0,0,2.4,0,0,0
2007,102.0,19,15,66,1,0.0,2,2,0,0,1.5,1,0,0
2014,215.0,13,2,37,0,0.0,0,0,0,0,1.0,1,0,2
2011,150.0,0,13,45,0,111000.0,3,0,5,0,1.0,0,0,5
2020,1045.0,0,5,11,1,21000.0,3,0,1,0,2.0,0,1,1
2017,275.0,13,2,37,0,0.0,0,2,0,0,1.25,1,0,0
2020,599.0,20,9,64,1,38000.0,1,5,0,0,1.6,0,0,0
2021,920.0,0,5,7,1,20000.0,3,6,0,0,2.0,0,1,0
2009,490.0,39,3,16,1,105555.0,2,1,0,0,1.8,0,1,0
1999,143.0,59,0,218,1,0.0,4,0,0,0,1.6,1,0,0
2014,230.0,0,9,25,0,60000.0,0,6,5,0,1.0,0,0,5
2019,260.0,8,9,25,1,0.0,3,4,0,0,1.25,1,0,2
2009,585.0,11,0,122,0,75000.0,7,2,0,0,2.7,0,0,3
2021,2499.0,1,3,15,1,1333.0,3,1,0,0,2.0,0,3,1
2015,288.0,1,2,37,0,0.0,3,7,0,0,1.0,0,0,2
2020,622.0,6,9,64,1,9000.0,2,7,0,0,2.0,0,0,0
2017,620.0,27,0,35,1,52000.0,2,2,0,0,1.8,0,0,0
2018,548.0,1,13,177,0,50000.0,3,1,0,1,2.5,0,1,4
2015,195.0,1,9,25,1,100000.0,0,1,0,0,1.25,1,0,2
2013,579.0,11,0,6,1,62000.0,0,2,2,0,2.7,0,1,1
2015,739.0,1,16,309,0,42000.0,3,1,0,0,1.8,0,0,0
2018,530.0,11,12,100,0,48000.0,3,2,1,0,1.5,0,0,1
2016,275.0,0,2,37,0,48000.0,2,2,0,0,1.25,1,0,0
2004,57.0,38,15,30,1,0.0,1,5,0,0,0.8,1,0,2
2010,185.0,0,2,143,0,0.0,0,0,0,0,1.4,1,0,0
2021,1499.0,1,3,4,1,3000.0,3,1,0,0,1.5,0,1,0
2010,435.0,0,4,14,0,100000.0,5,1,0,0,2.4,0,0,1
2012,260.0,19,9,236,1,86000.0,1,1,0,0,1.25,0,0,2
2007,72.0,15,15,30,1,0.0,4,10,0,0,0.8,1,0,2
2016,548.0,1,2,134,0,0.0,0,0,8,1,2.5,1,1,5
2014,335.0,0,11,20,1,35000.0,16,1,0,0,1.5,0,0,2
2010,145.0,0,2,51,0,16000.0,0,7,0,0,1.1,1,0,2
2014,7300.0,0,3,152,0,70000.0,2,1,0,0,5.5,0,3,1
2009,200.0,31,9,25,0,10000.0,0,1,0,0,1.0,0,0,2
2006,125.0,52,0,17,1,2500000.0,2,6,0,0,1.5,1,0,0
2016,3700.0,1,6,40,0,48000.0,3,2,3,0,3.6,0,1,0
2012,123.0,19,9,25,1,0.0,0,0,0,0,1.1,1,0,2
2021,879.0,0,12,24,1,0.0,1,1,1,0,2.0,0,0,1
2018,765.0,0,11,65,1,49000.0,3,1,0,0,2.5,0,0,0
2019,3795.0,0,3,8,1,0.0,2,4,0,0,3.0,0,1,0
2010,225.0,0,15,34,0,100000.0,11,11,0,0,1.6,1,0,0
2010,316.0,0,0,22,0,89000.0,3,0,0,0,1.3,0,0,2
2020,210.0,4,17,120,1,0.0,3,4,5,0,1.0,1,1,8
2002,92.0,0,11,90,1,104001.0,4,2,0,0,2.0,1,0,0
2018,1448.0,0,21,161,0,15000.0,4,1,1,0,2.0,0,3,1
2007,248.0,45,0,21,1,0.0,0,0,2,0,2.0,1,1,3
2018,272.0,50,9,25,1,740000.0,3,12,0,0,1.25,1,0,2
2020,1799.0,0,3,16,1,3800.0,2,1,0,0,1.5,0,1,0
2017,460.0,1,4,5,1,36000.0,3,1,0,0,1.5,0,0,0
2012,765.0,0,16,78,0,60000.0,11,2,0,0,2.0,0,3,1
2015,190.0,0,8,13,1,120000.0,4,7,0,0,1.5,1,0,0
2009,145.0,3,15,66,1,0.0,2,0,0,0,1.5,1,0,0
2019,4850.0,0,0,10,0,38000.0,2,0,2,0,4.6,0,3,1
2015,505.0,20,14,42,0,90000.0,3,2,0,1,2.2,0,1,4
2019,338.0,5,0,83,0,10000.0,11,1,0,0,1.2,0,0,2
2015,693.0,6,14,42,0,59000.0,6,7,0,1,3.2,0,2,4
2009,135.0,26,9,25,0,0.0,3,0,5,0,1.0,0,0,5
2006,135.0,8,12,128,1,114000.0,2,0,2,0,2.0,1,1,1
2021,525.0,0,2,53,1,13000.0,6,2,0,0,1.4,0,0,0
2014,380.0,1,0,22,0,92000.0,3,2,0,0,1.3,0,0,2
2018,415.0,24,0,17,1,58000.0,3,2,0,0,1.5,1,0,0
2020,1710.0,11,3,16,1,28373.0,4,1,0,0,1.5,0,1,0
2017,920.0,1,2,2,1,42000.0,3,10,1,1,2.2,0,2,1
2021,655.0,20,9,64,1,10000.0,2,7,0,0,2.0,0,0,0
2017,260.0,0,9,25,1,65000.0,0,0,0,0,1.25,1,0,2
2015,710.0,0,14,42,0,70000.0,3,0,0,1,3.2,0,2,4
2011,690.0,0,16,309,0,45000.0,3,11,0,0,1.4,0,0,2
2004,139.0,11,12,128,1,158996.0,2,2,2,0,2.0,1,1,1
2014,145.0,27,13,45,1,0.0,5,4,0,0,1.0,1,0,2
2017,507.0,1,0,21,1,146000.0,8,6,2,0,2.0,1,1,3
2019,1145.0,0,0,0,0,0.0,2,4,0,0,2.5,0,0,0
2016,595.0,0,14,42,0,58000.0,3,5,0,1,2.2,1,2,4
2003,106.0,51,14,97,1,0.0,3,0,0,0,1.6,1,0,0
2019,289.0,20,0,83,0,40000.0,0,1,0,0,1.2,1,0,2
2008,65.0,6,15,30,0,0.0,0,4,0,0,0.8,1,0,2
2008,140.0,0,13,209,1,0.0,2,4,1,0,2.0,1,0,3
2008,205.0,8,15,313,0,123456.0,11,10,0,0,1.2,0,0,2
2021,2999.0,0,3,16,1,4800.0,3,6,0,0,2.0,0,1,0
2015,238.0,9,9,25,0,68000.0,0,0,5,0,1.0,0,0,5
2018,355.0,27,2,37,1,0.0,1,7,0,0,1.25,0,0,0
2015,133.0,24,13,45,1,0.0,4,0,5,0,0.8,1,0,5
2013,259.0,0,9,25,0,67890.0,1,0,0,0,1.0,0,0,2
2007,238.0,6,0,21,1,22000.0,5,2,2,0,2.0,1,1,3
2009,125.0,0,9,25,0,2400000.0,3,7,5,0,1.0,0,0,5
2021,1890.0,1,3,4,1,6000.0,3,6,0,0,2.0,0,1,0
2009,268.0,0,4,81,1,122000.0,5,11,0,0,1.8,1,0,0
2021,383.0,0,5,73,1,3000.0,1,1,0,0,1.4,0,0,2
2011,955.0,0,16,197,0,90000.0,7,6,1,0,3.6,0,3,1
2019,799.0,0,14,42,0,66666.0,3,10,0,1,2.0,0,1,4
2010,318.0,12,0,21,1,0.0,0,0,2,0,2.0,1,1,3
2021,350.0,0,5,73,1,3300.0,3,1,0,0,1.4,0,0,2
2020,998.0,0,0,6,1,26000.0,7,6,2,1,2.4,0,1,1
2013,615.0,1,16,68,0,89000.0,3,1,0,0,1.8,0,0,0
2012,700.0,1,3,16,1,85000.0,3,2,0,0,1.8,0,1,0
2006,210.0,4,0,21,1,180000.0,2,4,2,0,2.0,1,1,3
2019,6300.0,0,1,229,0,12800.0,3,6,1,0,3.0,0,3,1
2009,86.0,21,13,45,1,0.0,0,4,0,0,0.8,1,0,2
2021,1119.0,0,20,127,1,12000.0,3,1,0,0,1.6,0,0,3
2015,220.0,9,2,37,0,0.0,3,4,0,0,1.0,1,0,2
2011,520.0,1,2,2,0,120000.0,7,2,1,0,2.4,0,0,1
2016,298.0,9,9,25,1,62000.0,3,2,0,0,1.25,0,0,2
2009,280.0,0,14,42,0,0.0,2,1,0,1,2.5,1,2,4
2019,265.0,18,9,25,1,42000.0,1,0,0,0,1.25,1,0,2
2015,455.0,21,11,36,1,0.0,2,8,0,0,1.5,0,0,0
2016,989.0,0,3,4,1,869.0,1,1,0,0,2.0,0,1,0
2009,720.0,1,6,43,0,10000.0,2,6,0,0,3.6,0,3,1
2017,1245.0,0,3,4,1,30000.0,3,1,0,0,2.0,0,1,0
2007,225.0,0,13,38,1,18.0,6,2,1,0,2.4,0,0,1
2015,450.0,11,2,134,0,100000.0,0,10,8,0,2.4,1,1,5
2017,720.0,0,11,46,1,65000.0,3,1,0,0,2.5,0,0,1
2017,3368.0,1,10,19,0,45668.0,6,2,0,0,3.5,0,3,1
2007,148.0,1,0,17,1,0.0,2,4,0,0,1.5,1,0,0
2021,655.0,0,0,118,0,10000.0,1,1,1,0,1.5,0,1,1
2016,485.0,0,11,36,1,60000.0,3,1,0,0,1.5,0,0,2
2020,920.0,21,11,65,1,15000.0,1,1,0,0,2.5,0,0,0
2020,1230.0,0,2,2,1,22000.0,2,6,1,1,2.2,0,3,1
2019,615.0,0,11,50,0,0.0,3,0,0,1,2.2,0,1,4
2017,630.0,1,0,21,1,92190.0,0,6,2,0,2.0,0,1,3
2018,899.0,1,10,19,0,28600.0,3,1,0,0,3.5,0,3,1
2011,3800.0,1,6,43,0,35000.0,3,6,0,0,4.8,0,3,1
2018,798.0,0,11,46,1,52000.0,3,1,0,0,2.5,0,3,1
2012,320.0,0,14,71,1,145678.0,2,1,0,0,2.3,0,2,1
2003,140.0,8,14,97,1,0.0,0,0,0,0,1.8,1,0,0
2011,1550.0,0,7,77,0,75000.0,2,6,0,0,5.0,0,3,1
2019,1080.0,0,14,49,0,50000.0,12,1,1,1,2.0,0,1,1
2018,588.0,0,11,36,1,42000.0,1,1,0,0,1.5,0,0,0
2017,505.0,0,11,50,0,0.0,3,1,0,1,2.2,1,2,4
2019,700.0,0,12,24,1,42000.0,1,1,1,0,2.0,0,0,1
2010,1190.0,0,7,117,0,69000.0,3,2,0,0,5.0,0,3,1
2011,120.0,23,15,34,1,0.0,0,0,0,0,1.6,1,0,0
2019,3800.0,0,10,19,0,0.0,3,8,4,0,3.5,0,3,1
2015,112.0,24,13,45,1,0.0,0,7,5,0,0.8,1,0,5
2015,193.0,0,2,37,0,0.0,1,7,0,0,1.0,1,0,2
2020,505.0,1,0,17,1,9500.0,2,2,0,0,1.5,0,0,0
2011,320.0,0,2,74,1,80000.0,3,0,0,0,1.6,0,0,0
2011,220.0,19,13,28,1,3000000.0,2,8,0,0,1.6,1,0,0
2000,35.0,0,9,103,1,0.0,1,10,0,0,1.1,1,0,2
2014,173.0,27,2,37,0,0.0,3,0,0,0,1.0,1,0,2
2016,173.0,5,13,45,1,0.0,3,0,0,0,1.0,1,0,2
2005,158.0,42,0,17,1,0.0,0,0,0,0,1.5,1,0,0
2013,330.0,11,9,18,1,75000.0,0,3,0,0,1.6,1,0,0
2015,255.0,0,2,37,0,1200000.0,3,1,0,0,1.0,1,0,2
2019,1488.0,0,3,4,1,27000.0,4,2,0,0,2.0,0,1,0
2015,525.0,0,14,42,0,1100000.0,4,1,0,1,2.2,0,1,4
2019,250.0,47,9,25,1,510000.0,0,10,0,0,1.25,1,0,2
2015,395.0,0,13,87,1,65896.0,2,1,1,0,1.8,0,0,1
2015,685.0,1,4,14,1,76000.0,7,1,0,0,2.4,0,0,1
2014,1395.0,0,7,12,0,59000.0,1,7,0,0,2.0,0,3,1
2011,325.0,0,9,147,0,93000.0,0,1,0,0,1.4,0,0,2
2020,1180.0,0,14,49,0,20000.0,1,1,1,1,2.0,0,1,1
2005,78.0,0,0,144,1,0.0,0,8,6,0,2.4,1,1,5
2016,3050.0,0,3,8,1,46868.0,3,1,0,0,4.7,0,1,0
2019,1290.0,0,3,4,1,0.0,3,4,0,0,1.5,0,1,0
2010,339.0,8,0,17,1,59000.0,0,2,0,0,1.5,0,0,0
2007,260.0,39,4,81,1,10700.0,5,0,0,0,2.0,0,0,0
2021,755.0,20,5,7,1,15000.0,2,1,0,0,2.0,0,1,0
2004,152.0,0,11,36,1,0.0,2,1,0,0,1.6,1,0,0
2015,2250.0,0,3,8,1,63000.0,2,6,0,0,3.0,0,1,0
2020,5300.0,0,6,60,0,15000.0,1,1,5,0,2.0,0,1,7
2016,425.0,0,4,5,1,82000.0,3,6,0,0,1.5,0,0,0
2018,11750.0,0,3,152,0,30000.0,2,15,0,0,5.5,0,3,1
2016,655.0,0,0,6,1,690000.0,11,1,2,0,2.7,0,2,1
2020,565.0,1,0,17,1,25600.0,3,2,0,0,1.5,0,0,0
2018,585.0,9,2,23,1,0.0,3,1,0,0,1.6,0,0,0
2018,535.0,1,21,173,0,10000.0,1,4,0,0,1.6,0,0,2
2020,1130.0,6,2,2,1,25000.0,3,6,1,0,2.4,0,3,1
2003,132.0,18,0,35,1,15000.0,2,7,0,0,1.8,1,0,0
2017,1450.0,35,3,16,1,40000.0,3,12,0,0,2.0,0,1,0
2001,55.0,3,15,176,1,0.0,4,0,0,0,1.6,1,0,0
2018,595.0,1,11,50,0,50000.0,7,1,0,1,2.2,0,1,4
2011,188.0,21,8,156,1,126000.0,12,2,1,0,1.8,1,0,3
2016,300.0,0,0,17,1,0.0,2,0,0,0,1.5,1,0,0
2020,535.0,0,17,148,0,0.0,3,0,0,0,1.2,0,0,2
2021,435.0,2,2,37,1,0.0,1,0,0,0,1.25,0,0,2
2005,143.0,9,9,25,0,0.0,0,0,0,0,1.0,0,0,2
2012,295.0,47,9,18,1,0.0,0,1,0,0,1.6,0,0,0
2019,1880.0,0,16,78,0,32000.0,4,1,0,0,2.0,0,3,1
2021,1755.0,0,3,15,1,17000.0,2,2,0,0,2.0,0,1,1
2018,540.0,0,8,123,0,60000.0,7,7,0,1,2.5,0,1,4
2021,2450.0,0,3,15,1,6600.0,2,1,0,0,2.0,0,3,1
2019,585.0,6,14,41,1,0.0,2,4,9,1,2.4,1,1,5
2015,3489.0,18,10,106,0,68888.0,12,2,1,0,4.6,0,3,1
2013,270.0,2,14,72,1,62000.0,12,1,0,0,1.6,0,0,0
2016,218.0,6,2,37,0,70000.0,3,0,0,0,1.0,1,0,2
2019,730.0,0,4,240,0,23000.0,3,1,0,0,1.8,0,0,3
2016,593.0,11,11,65,1,0.0,0,0,0,0,2.0,0,0,0
2013,599.0,0,3,102,0,76000.0,3,1,0,0,1.6,0,0,2
2010,1990.0,0,6,40,0,40000.0,3,2,3,0,3.6,0,1,0
2019,1799.0,0,3,16,1,20000.0,4,1,0,0,2.0,0,1,0
2017,598.0,1,14,42,0,66000.0,11,1,0,1,2.2,0,1,4
2009,274.0,27,0,17,1,0.0,2,0,0,0,1.5,0,0,0
2019,9500.0,0,10,93,0,31000.0,2,6,3,0,5.7,0,3,1
2016,495.0,1,0,22,0,22000.0,1,7,0,0,1.3,0,0,2
2017,1489.0,2,3,15,1,30000.0,7,2,0,0,2.0,0,3,1
2007,188.0,0,13,38,1,106896.0,2,11,1,0,2.4,1,0,1
2013,405.0,0,0,22,0,50679.0,0,7,0,0,1.5,0,0,2
2020,705.0,0,0,35,1,17000.0,3,2,0,0,1.8,0,0,0
2019,768.0,0,2,69,1,40000.0,1,2,0,0,2.0,0,0,3
2017,545.0,0,11,36,1,60000.0,3,1,0,0,1.5,0,0,0
2017,1799.0,1,16,78,0,34000.0,3,1,0,0,2.0,0,3,1
2019,620.0,0,18,85,0,32000.0,1,1,0,1,1.9,1,2,4
2009,435.0,0,0,0,0,120000.0,2,1,0,0,2.0,0,0,0
1992,89.0,37,4,169,0,0.0,0,6,0,0,2.2,1,0,0
2018,793.0,0,11,46,1,33000.0,4,1,0,0,2.0,0,0,1
2016,732.0,1,14,42,0,40000.0,6,7,0,1,3.2,0,2,4
2018,620.0,0,2,23,1,30000.0,2,1,0,0,1.6,0,0,0
2016,699.0,0,0,6,1,78000.0,0,2,2,1,2.5,1,1,1
2017,1075.0,1,2,134,0,15000.0,2,9,8,0,2.4,0,1,5
2019,545.0,1,9,114,1,29000.0,7,2,1,0,2.0,0,0,1
2005,255.0,20,12,160,1,0.0,0,0,1,0,3.5,1,2,1
2012,345.0,22,2,74,1,0.0,2,10,0,0,1.6,0,0,0
2012,340.0,0,0,21,1,50000.0,0,10,2,0,2.0,1,1,3
2015,410.0,0,14,29,1,70000.0,4,1,0,0,1.5,0,0,1
2010,225.0,4,9,25,0,999999.0,1,1,0,0,1.0,0,0,2
2010,665.0,0,0,0,0,68000.0,6,2,0,0,2.5,0,0,0
2011,335.0,13,9,18,1,60000.0,2,1,0,0,1.6,0,0,0
2013,515.0,0,0,6,1,70000.0,2,2,2,0,2.7,0,1,1
2018,795.0,0,11,46,1,40000.0,4,1,0,0,2.5,0,3,1
2021,4099.0,0,3,8,1,5000.0,3,2,0,0,3.0,0,1,0
2018,920.0,11,0,0,1,33000.0,3,6,0,0,2.5,0,0,0
2003,168.0,11,14,71,1,88800.0,2,2,0,0,2.0,1,2,1
2012,485.0,0,3,4,1,0.0,1,1,0,0,1.8,0,1,0
2009,358.0,0,12,165,1,11000.0,2,1,1,0,2.4,0,0,3
2000,65.0,1,17,180,1,100000.0,3,10,5,0,1.0,1,1,5
2010,188.0,0,15,66,0,0.0,2,1,0,0,1.2,1,0,0
2020,525.0,5,0,17,1,13000.0,2,2,0,0,1.5,0,0,0
2019,595.0,0,2,23,1,37000.0,3,2,0,0,2.0,0,0,0
2016,1145.0,0,1,98,0,59000.0,2,1,0,0,2.0,0,1,0
2009,299.0,1,2,94,0,120000.0,0,1,0,0,1.6,0,0,2
2019,478.0,38,2,53,1,0.0,1,0,0,0,1.4,0,0,0
2014,538.0,0,0,6,1,0.0,2,2,2,0,2.7,0,1,1
2014,178.0,0,9,25,1,90000.0,3,2,0,0,1.25,1,0,2
2020,805.0,0,11,46,1,35000.0,3,1,0,0,2.0,0,0,1
2017,630.0,1,0,35,1,11000.0,2,1,0,0,1.8,0,0,0
2019,588.0,8,0,21,1,38000.0,3,7,2,0,2.0,1,1,3
2018,785.0,0,11,46,1,45000.0,3,1,0,0,2.5,0,0,1
2015,2330.0,1,10,19,0,57000.0,2,1,0,3,3.5,0,3,1
2018,239.0,0,9,25,1,28000.0,3,0,0,0,1.25,1,0,2
2013,338.0,1,0,21,1,0.0,0,4,2,0,2.0,1,1,3
2011,352.0,34,12,58,0,140000.0,11,4,0,1,2.5,0,2,4
2012,467.0,15,2,69,0,123000.0,2,1,0,0,2.0,0,2,3
2020,665.0,0,9,64,1,22000.0,4,7,0,0,2.0,0,0,0
2020,599.0,0,9,64,1,3000.0,1,2,0,0,1.6,0,0,0
2017,3250.0,0,10,19,0,28000.0,3,2,0,0,3.5,0,3,1
1997,34.0,3,15,233,0,0.0,0,0,0,0,1.5,1,0,0
2009,253.0,9,0,21,1,0.0,0,0,2,0,2.0,1,1,3
2015,685.0,0,4,14,1,110000.0,3,2,0,0,2.0,0,0,1
2019,495.0,0,0,17,1,0.0,0,2,0,0,1.5,0,0,0
2009,301.0,0,0,35,1,18000.0,2,0,0,0,1.8,1,0,0
2020,990.0,1,0,6,0,22000.0,0,6,1,0,2.7,0,1,1
2019,570.0,29,0,21,1,55000.0,3,10,2,0,2.0,1,1,3
2020,939.0,1,5,11,1,0.0,3,6,1,0,2.0,0,1,1
2019,1029.0,0,2,2,1,34000.0,1,6,1,0,2.4,0,3,1
2014,248.0,0,9,25,0,70000.0,3,1,5,0,1.0,0,0,5
2015,205.0,34,9,25,1,0.0,0,0,0,0,1.25,1,0,2
2019,325.0,20,2,37,1,44000.0,7,7,0,0,1.25,1,0,2
2011,268.0,0,12,211,1,100000.0,5,6,2,0,2.4,1,0,1
2020,5500.0,0,6,60,0,2500.0,1,2,5,0,2.0,0,1,6
2014,358.0,0,0,21,1,0.0,6,2,2,0,2.0,1,1,3
2014,4230.0,0,7,77,0,0.0,2,5,0,0,5.0,0,3,1
2017,700.0,0,11,46,1,50000.0,7,1,0,0,2.5,0,3,1
2017,395.0,0,14,72,1,3000.0,3,10,0,0,1.0,0,0,2
2017,835.0,1,14,42,0,80000.0,10,7,0,1,3.2,0,2,4
2003,130.0,19,11,90,1,0.0,2,1,0,0,2.0,1,0,0
2005,125.0,6,12,128,1,80000.0,4,2,2,0,2.0,1,1,1
2019,415.0,0,2,53,1,47000.0,5,7,0,0,1.4,1,0,0
2007,480.0,6,1,130,0,0.0,2,0,0,0,3.0,0,1,0
2020,1250.0,0,3,4,1,6350.0,2,1,0,0,1.5,0,1,0
2020,1115.0,1,11,140,1,0.0,3,4,1,0,2.5,0,3,1
2017,465.0,7,0,21,1,70000.0,11,1,2,0,2.0,1,1,3
2011,435.0,0,0,35,1,60000.0,2,10,0,0,1.8,0,0,0
2007,295.0,0,4,81,1,180000.0,9,10,0,0,2.0,0,0,0
2011,180.0,50,9,48,1,209014.0,0,1,1,0,1.6,1,0,3
2019,945.0,1,4,14,0,31900.0,7,8,1,0,1.5,0,0,1
2011,255.0,20,9,236,0,79481.0,2,1,0,0,1.25,0,0,2
2021,790.0,0,0,21,1,9000.0,3,6,2,0,2.0,0,1,3
2005,84.0,38,15,34,1,0.0,0,6,0,0,1.6,1,0,0
2002,122.0,1,14,97,1,0.0,3,1,0,0,1.6,1,0,0
2016,685.0,1,0,6,1,78000.0,0,2,2,0,2.7,0,1,1
2019,3800.0,0,6,9,0,26000.0,3,1,0,0,2.0,0,3,1
2020,393.0,1,0,17,1,0.0,0,0,0,0,1.5,1,0,0
2015,1050.0,40,1,98,0,75000.0,7,1,0,0,2.0,0,1,0
2019,280.0,50,0,83,0,90000.0,0,11,0,0,1.2,1,0,2
2011,316.0,19,2,94,0,90000.0,1,6,0,0,1.6,0,0,2
2020,425.0,1,0,17,1,14300.0,12,1,0,0,1.5,1,0,0
2014,90.0,19,13,45,1,0.0,1,5,5,0,0.8,1,0,5
2019,1109.0,6,2,2,1,0.0,12,1,1,1,2.2,0,3,1
2020,385.0,0,5,73,1,12000.0,3,1,0,0,1.4,0,0,2
2017,2750.0,0,3,8,1,40000.0,3,6,0,0,3.0,0,1,0
2016,550.0,0,11,65,1,67000.0,3,1,0,0,2.0,0,0,0
2007,255.0,18,0,35,1,177777.0,5,0,0,0,1.8,1,0,0
2019,518.0,0,17,148,0,20000.0,3,6,0,0,1.2,0,0,2
2004,185.0,0,14,71,1,18888.0,2,11,0,0,2.3,0,2,1
2009,76.0,38,13,45,1,15000.0,3,7,0,0,0.8,1,0,2
2014,204.0,21,13,45,1,0.0,4,0,0,0,1.0,0,0,2
2015,653.0,1,0,6,1,81000.0,0,9,2,0,2.7,0,1,1
2018,815.0,0,11,46,1,32000.0,11,1,0,0,2.5,0,0,1
2001,133.0,10,1,1,1,0.0,2,11,0,0,1.9,1,1,0
2020,1055.0,0,2,2,1,20000.0,2,7,1,0,2.4,0,3,1
2003,44.0,13,15,30,1,0.0,4,1,0,0,0.8,1,0,2
2014,238.0,0,9,25,0,62000.0,1,1,5,0,1.0,0,0,5
2014,1990.0,0,3,8,1,62000.0,2,1,0,0,3.0,0,1,0
2012,450.0,0,2,204,0,0.0,3,1,0,0,1.6,0,0,2
2018,480.0,0,2,53,1,65000.0,3,2,0,0,1.4,0,0,0
2021,660.0,24,12,58,0,15000.0,11,7,0,1,2.4,0,1,4
2010,480.0,1,12,165,1,58000.0,12,2,1,0,2.4,0,0,3
2012,363.0,1,0,35,1,0.0,0,0,0,0,1.8,1,0,0
2008,193.0,0,14,41,1,0.0,0,0,4,1,2.4,1,1,5
2019,455.0,0,2,23,1,0.0,2,8,0,0,1.6,1,0,0
2019,650.0,1,0,21,1,14500.0,0,1,2,0,2.0,1,1,3
2017,2690.0,0,3,8,1,69000.0,2,6,0,0,3.0,0,1,0
2015,485.0,1,8,123,0,50000.0,3,1,0,1,2.5,1,1,4
2015,469.0,1,14,79,1,96168.0,3,14,0,0,2.0,0,0,2
2015,720.0,0,4,14,1,70000.0,5,1,0,0,2.4,0,0,1
2018,939.0,0,9,47,1,56700.0,2,2,1,1,2.2,0,0,5
2021,619.0,6,9,64,1,17000.0,1,2,0,0,1.6,0,0,0
2013,1239.0,0,7,12,0,68000.0,3,1,0,0,2.0,0,3,1
2019,605.0,0,12,100,0,23456.0,3,2,1,0,1.5,0,0,1
2006,228.0,11,0,21,1,0.0,0,0,2,0,2.0,1,1,3
2013,195.0,27,9,25,0,13000.0,11,10,5,0,1.0,1,0,5
2018,580.0,18,11,36,1,45000.0,7,1,0,0,1.5,0,0,0
2016,1540.0,1,3,31,0,50000.0,3,1,1,1,2.1,0,1,5
2017,1589.0,0,3,15,1,65000.0,2,1,0,0,2.0,0,3,1
2017,500.0,0,14,41,1,86000.0,0,7,6,1,2.4,1,1,5
2020,995.0,0,0,101,0,16000.0,3,6,0,0,1.8,0,0,1
2014,880.0,0,1,98,0,72000.0,2,11,0,0,2.0,0,1,0
2011,138.0,0,9,25,0,150000.0,3,7,5,0,1.0,1,0,5
2014,359.0,0,2,74,1,70000.0,0,2,0,0,1.6,0,0,0
2017,4968.0,1,6,40,0,50000.0,2,5,3,0,3.0,0,1,0
2019,370.0,21,9,25,1,20000.0,3,4,0,0,1.25,0,0,2
2007,63.0,10,15,30,1,0.0,0,0,0,0,0.8,1,0,2
2020,740.0,21,9,105,1,14000.0,3,2,0,0,1.4,0,0,3
2019,940.0,0,0,6,0,10000.0,2,6,2,1,2.4,0,1,1
2018,1760.0,0,14,158,0,0.0,1,1,1,0,2.3,0,3,1
2010,213.0,21,9,25,1,0.0,1,1,0,0,1.1,0,0,2
2017,3280.0,0,3,8,1,0.0,3,6,0,0,3.0,0,1,0
2014,4680.0,0,7,77,0,50000.0,2,5,3,0,5.0,0,3,1
2013,683.0,0,2,2,0,61000.0,0,1,1,0,2.4,0,0,1
2014,528.0,29,0,6,1,0.0,0,2,2,0,2.7,0,1,1
2019,555.0,0,12,100,0,45000.0,1,2,1,0,1.5,0,0,1
2000,65.0,0,17,180,1,100000.0,3,4,5,0,1.0,1,1,5
2009,390.0,0,0,6,1,90000.0,2,2,2,0,2.7,0,2,1
2016,955.0,1,3,4,1,70000.0,2,2,0,0,2.0,0,1,0
2015,205.0,20,12,125,0,130000.0,3,7,0,0,1.2,1,0,0
2021,483.0,55,0,17,1,0.0,0,0,0,0,1.5,0,0,0
2021,635.0,0,11,50,0,15999.0,3,2,0,1,2.2,1,2,4
2019,303.0,29,2,37,1,0.0,0,0,0,0,1.25,1,0,0
2015,1079.0,1,1,1,0,65000.0,3,1,0,0,2.0,0,1,0
2019,833.0,1,8,212,0,21000.0,3,12,1,0,2.5,0,2,1
2016,420.0,1,21,173,0,0.0,1,4,0,0,1.6,0,0,2
2007,120.0,29,15,30,1,0.0,4,1,0,0,0.8,1,0,2
